X	fragments	sample
3x51	8956	Bladder312
39x47	3588	Bladder312
53x50	33145	Bladder312
18x11	60711	Bladder312
64x70	12106	Bladder312
37x42	12351	Bladder312
54x41	12910	Bladder312
59x50	31025	Bladder312
52x34	12998	Bladder312
23x62	6055	Bladder312
62x60	15790	Bladder312
54x68	9186	Bladder312
25x59	6403	Bladder312
25x42	3648	Bladder312
1x3	70133	Bladder312
16x51	4069	Bladder312
15x49	8309	Bladder312
39x71	11912	Bladder312
19x27	37296	Bladder312
72x54	107777	Bladder312
3x20	23619	Bladder312
31x3	4298	Bladder312
48x43	9459	Bladder312
55x59	18725	Bladder312
51x68	6983	Bladder312
13x60	11871	Bladder312
9x65	7270	Bladder312
45x27	9713	Bladder312
54x3	22602	Bladder312
5x17	4276	Bladder312
63x44	12042	Bladder312
42x23	9519	Bladder312
3x16	7946	Bladder312
62x12	11886	Bladder312
30x22	4279	Bladder312
35x28	5722	Bladder312
52x46	16094	Bladder312
48x69	5085	Bladder312
65x70	8352	Bladder312
47x55	5221	Bladder312
19x32	5325	Bladder312
31x4	3042	Bladder312
34x55	2506	Bladder312
29x46	3211	Bladder312
14x12	47544	Bladder312
50x4	13640	Bladder312
72x47	61163	Bladder312
53x58	27943	Bladder312
49x47	19741	Bladder312
66x29	9114	Bladder312
70x67	10527	Bladder312
62x9	11864	Bladder312
45x5	9487	Bladder312
5x65	7580	Bladder312
48x57	4737	Bladder312
5x70	8225	Bladder312
29x57	5210	Bladder312
62x5	15894	Bladder312
56x24	15337	Bladder312
33x69	10752	Bladder312
15x21	19815	Bladder312
3x36	9140	Bladder312
66x69	12551	Bladder312
40x71	16418	Bladder312
45x66	3141	Bladder312
33x54	3992	Bladder312
40x20	6236	Bladder312
15x52	3000	Bladder312
57x19	14984	Bladder312
28x62	4891	Bladder312
48x20	13092	Bladder312
36x33	4731	Bladder312
3x28	9017	Bladder312
68x61	8770	Bladder312
22x18	27970	Bladder312
38x39	6531	Bladder312
38x36	11354	Bladder312
51x48	11451	Bladder312
37x6	18757	Bladder312
33x59	8638	Bladder312
23x45	4738	Bladder312
67x43	19920	Bladder312
41x28	2847	Bladder312
2x64	12745	Bladder312
8x72	14797	Bladder312
38x25	6409	Bladder312
5x69	11649	Bladder312
37x62	7154	Bladder312
51x44	11479	Bladder312
24x7	5300	Bladder312
13x14	46811	Bladder312
9x66	6897	Bladder312
64x27	11704	Bladder312
18x65	4246	Bladder312
58x4	12233	Bladder312
47x72	18580	Bladder312
46x63	1034	Bladder312
38x56	4984	Bladder312
70x24	16787	Bladder312
40x36	6938	Bladder312
67x10	9721	Bladder312
55x14	16127	Bladder312
26x10	11138	Bladder312
10x72	13515	Bladder312
11x54	14771	Bladder312
42x33	6124	Bladder312
16x58	10307	Bladder312
5x63	5249	Bladder312
5x15	4191	Bladder312
20x59	5222	Bladder312
61x49	13459	Bladder312
55x30	14227	Bladder312
63x18	16994	Bladder312
22x42	3596	Bladder312
59x2	20906	Bladder312
9x49	5454	Bladder312
48x26	15969	Bladder312
28x52	1157	Bladder312
20x1	35881	Bladder312
22x13	24762	Bladder312
58x57	16541	Bladder312
56x40	18720	Bladder312
72x5	39595	Bladder312
70x15	16928	Bladder312
21x1	68651	Bladder312
29x20	3893	Bladder312
44x41	8713	Bladder312
25x20	26897	Bladder312
54x10	12728	Bladder312
3x54	27358	Bladder312
25x34	4617	Bladder312
56x38	15825	Bladder312
17x32	7543	Bladder312
19x57	5139	Bladder312
1x60	155738	Bladder312
19x38	4689	Bladder312
51x6	7704	Bladder312
16x9	29571	Bladder312
51x72	9718	Bladder312
6x54	14193	Bladder312
18x27	25458	Bladder312
24x5	11361	Bladder312
33x48	3402	Bladder312
42x54	5107	Bladder312
47x69	17117	Bladder312
28x34	2571	Bladder312
15x35	6859	Bladder312
66x33	15792	Bladder312
17x19	12567	Bladder312
57x71	8604	Bladder312
59x3	25343	Bladder312
64x25	16971	Bladder312
13x38	8794	Bladder312
30x49	2501	Bladder312
31x52	1275	Bladder312
65x17	11583	Bladder312
53x4	12216	Bladder312
32x6	2477	Bladder312
28x70	2420	Bladder312
17x45	5528	Bladder312
64x42	13770	Bladder312
5x51	7303	Bladder312
54x50	29865	Bladder312
10x68	7606	Bladder312
72x7	25805	Bladder312
19x55	2277	Bladder312
15x17	7922	Bladder312
7x58	15022	Bladder312
35x46	3797	Bladder312
46x54	4153	Bladder312
38x14	8989	Bladder312
60x2	29404	Bladder312
17x4	9128	Bladder312
13x57	7556	Bladder312
51x50	37911	Bladder312
40x72	23944	Bladder312
38x11	7635	Bladder312
19x21	24992	Bladder312
36x72	6306	Bladder312
50x64	3598	Bladder312
15x41	7353	Bladder312
55x57	14203	Bladder312
61x19	14658	Bladder312
53x21	19691	Bladder312
23x49	5106	Bladder312
64x55	8456	Bladder312
54x14	17082	Bladder312
15x70	9703	Bladder312
9x50	12241	Bladder312
16x6	18464	Bladder312
29x28	2699	Bladder312
50x24	11393	Bladder312
41x8	4604	Bladder312
5x49	12506	Bladder312
26x29	4027	Bladder312
35x9	3911	Bladder312
5x8	3406	Bladder312
45x28	7667	Bladder312
70x45	24351	Bladder312
65x62	8229	Bladder312
41x45	3889	Bladder312
66x63	6902	Bladder312
52x47	15372	Bladder312
26x59	8222	Bladder312
57x59	16910	Bladder312
67x42	16462	Bladder312
17x52	3137	Bladder312
22x67	4228	Bladder312
57x54	26692	Bladder312
34x44	6313	Bladder312
40x8	6488	Bladder312
15x64	4580	Bladder312
21x50	10635	Bladder312
67x63	8132	Bladder312
15x23	13693	Bladder312
67x51	8218	Bladder312
33x1	24965	Bladder312
52x49	16618	Bladder312
21x52	3106	Bladder312
30x29	3210	Bladder312
27x29	2529	Bladder312
62x28	13954	Bladder312
58x42	17073	Bladder312
17x17	15509	Bladder312
40x40	14556	Bladder312
37x71	17135	Bladder312
58x43	20575	Bladder312
46x33	5800	Bladder312
12x47	14428	Bladder312
64x30	16585	Bladder312
26x32	4957	Bladder312
49x1	54852	Bladder312
2x62	24735	Bladder312
51x42	14872	Bladder312
31x6	3426	Bladder312
63x61	7565	Bladder312
26x30	4043	Bladder312
36x59	2549	Bladder312
55x15	13688	Bladder312
24x25	11129	Bladder312
11x42	12250	Bladder312
52x30	12858	Bladder312
27x23	3855	Bladder312
57x46	14435	Bladder312
65x4	8143	Bladder312
62x20	18506	Bladder312
17x38	5055	Bladder312
9x45	10655	Bladder312
33x41	3959	Bladder312
38x60	4713	Bladder312
3x18	21285	Bladder312
9x63	3891	Bladder312
31x64	7717	Bladder312
1x38	175117	Bladder312
39x36	7699	Bladder312
68x41	18248	Bladder312
36x13	3039	Bladder312
61x67	8607	Bladder312
72x27	57832	Bladder312
70x28	19295	Bladder312
60x33	24251	Bladder312
46x47	5955	Bladder312
11x63	4709	Bladder312
6x61	6655	Bladder312
16x8	27427	Bladder312
59x68	19706	Bladder312
28x65	3713	Bladder312
44x25	14031	Bladder312
17x47	5987	Bladder312
49x64	3951	Bladder312
52x41	15168	Bladder312
28x50	3766	Bladder312
47x17	20536	Bladder312
18x38	5268	Bladder312
65x44	8810	Bladder312
16x21	34035	Bladder312
27x66	5492	Bladder312
18x59	6861	Bladder312
31x26	3557	Bladder312
33x16	3453	Bladder312
38x50	6640	Bladder312
63x45	13626	Bladder312
12x40	10176	Bladder312
27x59	6532	Bladder312
50x48	11015	Bladder312
33x35	5481	Bladder312
41x69	9355	Bladder312
68x29	13100	Bladder312
28x56	8444	Bladder312
42x19	14251	Bladder312
59x15	13469	Bladder312
63x49	12021	Bladder312
17x34	4294	Bladder312
50x44	12784	Bladder312
31x54	4145	Bladder312
11x11	2833	Bladder312
12x14	42929	Bladder312
40x2	7051	Bladder312
19x69	13849	Bladder312
68x12	11865	Bladder312
19x9	35591	Bladder312
3x49	15759	Bladder312
23x44	3709	Bladder312
32x53	1921	Bladder312
40x68	9452	Bladder312
17x14	38657	Bladder312
32x21	2608	Bladder312
58x67	16511	Bladder312
52x3	27513	Bladder312
8x16	3031	Bladder312
45x54	4996	Bladder312
11x66	6276	Bladder312
56x45	11709	Bladder312
38x2	9576	Bladder312
33x15	3593	Bladder312
33x40	7217	Bladder312
55x18	15631	Bladder312
38x46	4674	Bladder312
22x24	27791	Bladder312
9x21	4793	Bladder312
54x51	8430	Bladder312
51x62	6502	Bladder312
68x37	20709	Bladder312
23x54	13195	Bladder312
72x69	26810	Bladder312
50x5	13539	Bladder312
42x11	7518	Bladder312
55x21	17482	Bladder312
45x38	8891	Bladder312
70x47	22141	Bladder312
5x71	7588	Bladder312
44x62	2518	Bladder312
42x39	12621	Bladder312
23x3	10504	Bladder312
2x63	16143	Bladder312
30x33	6928	Bladder312
36x63	1616	Bladder312
30x12	6842	Bladder312
64x26	16505	Bladder312
51x43	18856	Bladder312
49x53	19920	Bladder312
9x72	16638	Bladder312
29x25	3361	Bladder312
13x70	11937	Bladder312
50x32	13885	Bladder312
22x59	6265	Bladder312
36x65	2928	Bladder312
39x21	6978	Bladder312
54x2	21203	Bladder312
55x35	15173	Bladder312
68x65	11190	Bladder312
6x12	3224	Bladder312
31x24	2312	Bladder312
18x69	13456	Bladder312
54x5	11779	Bladder312
27x71	4779	Bladder312
42x13	4565	Bladder312
70x50	57292	Bladder312
2x40	40058	Bladder312
10x41	11469	Bladder312
67x19	15117	Bladder312
27x13	3251	Bladder312
45x35	9134	Bladder312
37x44	6983	Bladder312
10x47	8723	Bladder312
9x58	10467	Bladder312
32x36	4848	Bladder312
62x7	10896	Bladder312
19x34	3243	Bladder312
58x33	23990	Bladder312
50x12	13387	Bladder312
53x23	20379	Bladder312
53x35	13783	Bladder312
42x29	3174	Bladder312
8x65	5125	Bladder312
31x41	3862	Bladder312
16x61	4229	Bladder312
1x40	166877	Bladder312
50x65	3629	Bladder312
58x28	18877	Bladder312
66x13	11429	Bladder312
61x40	13340	Bladder312
7x54	13999	Bladder312
59x47	12650	Bladder312
9x44	7863	Bladder312
12x46	11990	Bladder312
49x11	18763	Bladder312
58x55	10101	Bladder312
15x56	12682	Bladder312
43x43	6508	Bladder312
41x44	3381	Bladder312
51x3	30765	Bladder312
67x41	15609	Bladder312
37x24	7238	Bladder312
32x42	2731	Bladder312
42x47	6671	Bladder312
25x38	3898	Bladder312
9x69	14759	Bladder312
48x35	13036	Bladder312
63x6	10357	Bladder312
67x57	11867	Bladder312
57x43	17454	Bladder312
30x28	3071	Bladder312
6x67	7211	Bladder312
19x3	15192	Bladder312
27x68	7305	Bladder312
4x38	20620	Bladder312
60x39	21819	Bladder312
57x62	12397	Bladder312
45x65	2330	Bladder312
20x12	12934	Bladder312
13x37	8725	Bladder312
18x33	4984	Bladder312
15x46	9536	Bladder312
19x41	4226	Bladder312
11x45	10235	Bladder312
56x54	22444	Bladder312
33x19	3119	Bladder312
59x53	15842	Bladder312
65x56	18672	Bladder312
63x54	17950	Bladder312
34x68	10104	Bladder312
44x43	8161	Bladder312
53x67	8062	Bladder312
60x38	23278	Bladder312
49x55	4788	Bladder312
52x43	16013	Bladder312
6x44	13998	Bladder312
16x20	27255	Bladder312
72x33	194317	Bladder312
30x3	7996	Bladder312
16x40	7313	Bladder312
30x18	5271	Bladder312
45x6	9010	Bladder312
14x44	5781	Bladder312
44x24	9299	Bladder312
2x70	12490	Bladder312
23x51	3486	Bladder312
24x59	4172	Bladder312
29x43	4028	Bladder312
18x48	4967	Bladder312
24x8	5786	Bladder312
30x30	3879	Bladder312
57x69	20949	Bladder312
10x18	3809	Bladder312
51x32	14025	Bladder312
21x67	4603	Bladder312
23x22	62010	Bladder312
41x17	9860	Bladder312
23x12	14518	Bladder312
53x24	15746	Bladder312
5x19	6912	Bladder312
1x52	64540	Bladder312
58x59	18983	Bladder312
31x70	5693	Bladder312
52x25	18633	Bladder312
58x45	14639	Bladder312
36x44	2779	Bladder312
18x13	25397	Bladder312
2x54	51209	Bladder312
19x15	27207	Bladder312
17x46	6368	Bladder312
25x27	8268	Bladder312
53x65	7568	Bladder312
13x50	23878	Bladder312
67x46	17840	Bladder312
57x20	17108	Bladder312
66x10	6920	Bladder312
53x33	16824	Bladder312
5x60	12842	Bladder312
23x32	15243	Bladder312
32x12	2660	Bladder312
8x66	5286	Bladder312
5x3	3096	Bladder312
29x44	2206	Bladder312
15x65	4921	Bladder312
47x71	10122	Bladder312
19x43	5954	Bladder312
49x25	20988	Bladder312
14x24	18474	Bladder312
27x16	3851	Bladder312
23x35	5033	Bladder312
55x42	13757	Bladder312
46x16	7455	Bladder312
4x39	19746	Bladder312
9x18	3163	Bladder312
53x48	9656	Bladder312
68x68	11293	Bladder312
16x39	9716	Bladder312
48x45	14060	Bladder312
70x34	16796	Bladder312
43x19	7597	Bladder312
19x5	24531	Bladder312
70x54	38794	Bladder312
65x60	12687	Bladder312
38x51	2351	Bladder312
41x11	4241	Bladder312
42x68	6577	Bladder312
63x8	10056	Bladder312
35x37	5038	Bladder312
19x4	10577	Bladder312
57x63	8798	Bladder312
67x2	17190	Bladder312
67x58	23331	Bladder312
65x19	13128	Bladder312
48x11	19133	Bladder312
57x52	6637	Bladder312
12x55	5334	Bladder312
41x58	3560	Bladder312
18x71	6271	Bladder312
38x19	8888	Bladder312
70x17	15930	Bladder312
45x53	4857	Bladder312
44x56	5968	Bladder312
31x25	2852	Bladder312
1x51	76612	Bladder312
36x55	1361	Bladder312
24x53	5036	Bladder312
61x43	18585	Bladder312
19x65	3877	Bladder312
20x42	3481	Bladder312
28x11	4525	Bladder312
7x48	12950	Bladder312
17x59	7105	Bladder312
68x62	11532	Bladder312
67x39	17205	Bladder312
4x14	5529	Bladder312
49x31	17003	Bladder312
44x1	48123	Bladder312
37x5	22883	Bladder312
41x15	4347	Bladder312
43x62	2604	Bladder312
32x62	6508	Bladder312
4x36	8191	Bladder312
44x67	5782	Bladder312
23x28	7296	Bladder312
13x66	8914	Bladder312
63x1	43138	Bladder312
51x12	9712	Bladder312
35x21	3978	Bladder312
21x27	25563	Bladder312
68x34	13346	Bladder312
38x42	7799	Bladder312
49x67	5368	Bladder312
51x56	34101	Bladder312
33x68	7501	Bladder312
17x60	9539	Bladder312
47x16	26405	Bladder312
48x13	10532	Bladder312
4x11	4131	Bladder312
59x69	23527	Bladder312
36x46	2889	Bladder312
34x17	6160	Bladder312
34x7	4082	Bladder312
53x28	13268	Bladder312
51x57	15565	Bladder312
39x6	7713	Bladder312
59x4	12068	Bladder312
62x69	14175	Bladder312
50x53	16976	Bladder312
24x62	4274	Bladder312
21x10	12987	Bladder312
54x63	8247	Bladder312
21x65	3111	Bladder312
36x1	17088	Bladder312
15x29	4070	Bladder312
15x10	20003	Bladder312
61x50	31498	Bladder312
18x70	7736	Bladder312
61x58	17970	Bladder312
10x19	4256	Bladder312
21x33	7234	Bladder312
1x8	47032	Bladder312
67x24	12315	Bladder312
50x72	8115	Bladder312
28x7	2687	Bladder312
24x21	20996	Bladder312
31x69	10142	Bladder312
1x42	138430	Bladder312
13x48	10478	Bladder312
68x59	16434	Bladder312
18x68	9951	Bladder312
23x42	5402	Bladder312
61x11	11824	Bladder312
67x68	15838	Bladder312
70x53	28612	Bladder312
24x67	2694	Bladder312
50x16	20109	Bladder312
7x67	6023	Bladder312
47x25	27732	Bladder312
51x18	18873	Bladder312
22x1	34942	Bladder312
8x13	2558	Bladder312
7x61	6249	Bladder312
23x47	6196	Bladder312
63x68	15164	Bladder312
57x70	9272	Bladder312
30x21	4656	Bladder312
51x61	6375	Bladder312
70x60	21308	Bladder312
35x36	7493	Bladder312
13x49	13389	Bladder312
14x61	5775	Bladder312
64x33	16753	Bladder312
55x49	13099	Bladder312
33x71	5515	Bladder312
43x63	2018	Bladder312
10x45	9192	Bladder312
15x62	5043	Bladder312
51x66	4776	Bladder312
53x66	7752	Bladder312
47x36	18125	Bladder312
32x72	12705	Bladder312
40x33	7044	Bladder312
11x13	9103	Bladder312
60x31	20401	Bladder312
12x20	45608	Bladder312
60x3	34125	Bladder312
65x12	11207	Bladder312
7x17	3801	Bladder312
58x61	11297	Bladder312
18x22	28056	Bladder312
20x36	2317	Bladder312
31x40	12655	Bladder312
47x70	7890	Bladder312
11x26	4943	Bladder312
26x54	9145	Bladder312
38x20	9991	Bladder312
45x55	1382	Bladder312
63x24	10499	Bladder312
19x49	6179	Bladder312
58x26	23513	Bladder312
17x37	4576	Bladder312
2x33	21180	Bladder312
14x41	6601	Bladder312
59x44	9812	Bladder312
28x8	3203	Bladder312
31x66	6865	Bladder312
66x7	8547	Bladder312
53x11	16132	Bladder312
30x32	6775	Bladder312
10x42	10513	Bladder312
43x25	8408	Bladder312
30x54	4149	Bladder312
27x65	3948	Bladder312
14x56	14804	Bladder312
38x34	8442	Bladder312
52x24	13592	Bladder312
4x70	8981	Bladder312
16x64	4003	Bladder312
13x72	21001	Bladder312
4x64	6092	Bladder312
40x59	2866	Bladder312
34x57	5368	Bladder312
42x31	4281	Bladder312
25x28	6917	Bladder312
51x35	13566	Bladder312
60x50	34098	Bladder312
49x63	3463	Bladder312
47x13	18034	Bladder312
14x14	35568	Bladder312
59x8	10621	Bladder312
6x15	4031	Bladder312
47x23	25408	Bladder312
14x49	9599	Bladder312
54x58	25809	Bladder312
13x51	6797	Bladder312
19x8	32708	Bladder312
12x51	6269	Bladder312
60x72	22856	Bladder312
65x52	3992	Bladder312
57x44	11053	Bladder312
48x42	10009	Bladder312
58x29	19187	Bladder312
25x14	35124	Bladder312
16x1	16383	Bladder312
17x58	10972	Bladder312
32x64	8424	Bladder312
61x16	19314	Bladder312
44x23	9978	Bladder312
11x46	9514	Bladder312
15x67	6382	Bladder312
64x59	16489	Bladder312
32x52	1005	Bladder312
21x61	3885	Bladder312
32x70	4562	Bladder312
30x42	5682	Bladder312
55x33	16533	Bladder312
61x63	5278	Bladder312
70x70	11358	Bladder312
27x21	10082	Bladder312
70x12	15646	Bladder312
34x69	12813	Bladder312
46x4	3585	Bladder312
49x50	47646	Bladder312
33x32	5412	Bladder312
11x15	28071	Bladder312
23x48	4456	Bladder312
48x51	5568	Bladder312
32x58	7335	Bladder312
55x54	22847	Bladder312
56x19	13156	Bladder312
44x61	2211	Bladder312
63x69	13979	Bladder312
44x72	11277	Bladder312
70x61	10098	Bladder312
33x8	2966	Bladder312
45x34	9354	Bladder312
28x1	44246	Bladder312
45x4	6064	Bladder312
54x11	14579	Bladder312
57x53	19126	Bladder312
56x21	17899	Bladder312
10x60	8362	Bladder312
23x13	19257	Bladder312
13x9	14559	Bladder312
61x25	16023	Bladder312
17x24	32801	Bladder312
56x9	15034	Bladder312
46x42	6024	Bladder312
30x13	7888	Bladder312
54x24	13677	Bladder312
56x48	10066	Bladder312
1x43	194600	Bladder312
18x2	14455	Bladder312
59x14	16241	Bladder312
51x70	4713	Bladder312
21x58	12499	Bladder312
48x23	11385	Bladder312
15x19	9499	Bladder312
14x55	3925	Bladder312
22x48	3125	Bladder312
7x20	9189	Bladder312
59x70	12957	Bladder312
35x48	2787	Bladder312
48x67	3369	Bladder312
58x46	17880	Bladder312
59x1	47393	Bladder312
50x42	16429	Bladder312
7x9	3079	Bladder312
59x9	11780	Bladder312
57x66	12981	Bladder312
50x59	10533	Bladder312
11x59	9287	Bladder312
70x16	22313	Bladder312
8x21	6144	Bladder312
38x40	8855	Bladder312
18x18	33146	Bladder312
30x64	5681	Bladder312
3x33	10414	Bladder312
70x55	26289	Bladder312
29x37	8535	Bladder312
24x28	4515	Bladder312
55x1	48140	Bladder312
7x11	2999	Bladder312
59x48	10614	Bladder312
39x18	4838	Bladder312
49x14	21594	Bladder312
25x63	3997	Bladder312
27x46	2167	Bladder312
25x26	11956	Bladder312
36x25	3421	Bladder312
29x34	4775	Bladder312
52x9	15668	Bladder312
32x66	4958	Bladder312
34x71	6284	Bladder312
14x60	10294	Bladder312
39x66	4760	Bladder312
55x47	12320	Bladder312
63x15	14216	Bladder312
15x47	12019	Bladder312
24x32	7671	Bladder312
22x19	27132	Bladder312
24x40	3297	Bladder312
60x13	17889	Bladder312
68x48	12088	Bladder312
6x17	4193	Bladder312
3x26	12913	Bladder312
60x17	19027	Bladder312
23x38	5544	Bladder312
12x61	5888	Bladder312
44x7	6051	Bladder312
54x30	13219	Bladder312
27x38	5609	Bladder312
25x30	7693	Bladder312
14x7	16261	Bladder312
41x2	7249	Bladder312
37x30	8401	Bladder312
9x9	1808	Bladder312
29x1	103906	Bladder312
60x58	31842	Bladder312
22x52	2171	Bladder312
8x55	2765	Bladder312
64x71	11088	Bladder312
4x43	16594	Bladder312
8x48	6687	Bladder312
2x9	7230	Bladder312
25x11	29529	Bladder312
59x39	15628	Bladder312
18x60	9505	Bladder312
37x17	10610	Bladder312
44x60	3965	Bladder312
68x40	19899	Bladder312
10x44	8089	Bladder312
31x37	7041	Bladder312
50x70	4225	Bladder312
59x20	17014	Bladder312
40x70	11457	Bladder312
21x62	4297	Bladder312
19x19	20969	Bladder312
72x13	38971	Bladder312
57x10	13314	Bladder312
55x56	28620	Bladder312
62x22	17930	Bladder312
44x9	7093	Bladder312
28x57	3892	Bladder312
14x53	9800	Bladder312
66x61	6580	Bladder312
44x29	9699	Bladder312
7x19	4323	Bladder312
54x60	24444	Bladder312
51x51	10033	Bladder312
65x39	14097	Bladder312
59x58	22888	Bladder312
58x60	21046	Bladder312
13x12	53736	Bladder312
47x30	24511	Bladder312
60x4	16647	Bladder312
20x72	9050	Bladder312
54x21	17560	Bladder312
34x41	11868	Bladder312
36x49	1713	Bladder312
41x23	5550	Bladder312
53x69	9238	Bladder312
57x39	18790	Bladder312
2x21	19683	Bladder312
17x63	2871	Bladder312
44x39	10224	Bladder312
15x34	6274	Bladder312
67x36	13686	Bladder312
38x26	6639	Bladder312
57x33	18673	Bladder312
46x5	4423	Bladder312
48x30	11295	Bladder312
10x13	3494	Bladder312
67x4	12002	Bladder312
3x41	18070	Bladder312
17x3	11886	Bladder312
66x20	14686	Bladder312
14x70	10943	Bladder312
67x59	15985	Bladder312
38x43	7911	Bladder312
5x28	4229	Bladder312
18x10	55798	Bladder312
26x40	3951	Bladder312
18x63	3272	Bladder312
44x11	9900	Bladder312
23x58	11314	Bladder312
16x63	2791	Bladder312
54x61	11192	Bladder312
3x11	7633	Bladder312
2x25	18839	Bladder312
11x48	9465	Bladder312
55x28	12502	Bladder312
59x60	17502	Bladder312
12x49	11100	Bladder312
48x44	8804	Bladder312
2x15	15520	Bladder312
41x21	7216	Bladder312
42x50	8902	Bladder312
59x46	13533	Bladder312
63x5	13188	Bladder312
38x12	6854	Bladder312
21x42	5930	Bladder312
47x3	20111	Bladder312
22x53	6997	Bladder312
36x68	7141	Bladder312
49x42	23375	Bladder312
27x10	4496	Bladder312
63x31	15811	Bladder312
39x62	2771	Bladder312
43x51	2969	Bladder312
59x66	10752	Bladder312
41x36	4067	Bladder312
18x40	6054	Bladder312
61x38	14974	Bladder312
21x30	7865	Bladder312
25x25	10720	Bladder312
10x17	3184	Bladder312
30x43	4782	Bladder312
3x22	11476	Bladder312
53x63	6015	Bladder312
59x67	13202	Bladder312
15x7	6739	Bladder312
28x5	12142	Bladder312
65x32	12926	Bladder312
34x14	9284	Bladder312
60x69	26915	Bladder312
43x40	16889	Bladder312
48x32	13212	Bladder312
38x29	4331	Bladder312
26x27	5530	Bladder312
46x30	5788	Bladder312
12x27	5732	Bladder312
16x31	6413	Bladder312
30x63	3944	Bladder312
65x34	7406	Bladder312
70x23	23151	Bladder312
25x23	20882	Bladder312
37x10	9395	Bladder312
39x26	5062	Bladder312
35x40	7986	Bladder312
23x15	46514	Bladder312
7x42	14789	Bladder312
60x11	15864	Bladder312
42x7	6709	Bladder312
34x60	10801	Bladder312
58x35	19733	Bladder312
62x46	13482	Bladder312
7x72	18998	Bladder312
35x71	6611	Bladder312
27x31	2940	Bladder312
4x49	13275	Bladder312
9x39	12060	Bladder312
4x48	16399	Bladder312
1x16	115840	Bladder312
11x65	6415	Bladder312
35x59	3454	Bladder312
37x39	11916	Bladder312
24x45	2420	Bladder312
61x12	11036	Bladder312
29x61	5800	Bladder312
15x45	6530	Bladder312
42x64	2397	Bladder312
39x9	7925	Bladder312
62x18	16220	Bladder312
62x15	15744	Bladder312
52x45	12999	Bladder312
60x27	17577	Bladder312
61x6	11598	Bladder312
53x5	12705	Bladder312
1x13	79391	Bladder312
10x39	8212	Bladder312
40x64	4360	Bladder312
70x63	9233	Bladder312
11x16	23156	Bladder312
34x23	7979	Bladder312
13x41	7906	Bladder312
14x1	14790	Bladder312
43x8	8639	Bladder312
7x44	13105	Bladder312
38x58	5769	Bladder312
34x29	13761	Bladder312
19x52	3555	Bladder312
46x28	5247	Bladder312
15x44	4388	Bladder312
6x58	14346	Bladder312
35x34	4037	Bladder312
65x48	7828	Bladder312
53x55	8480	Bladder312
50x25	13331	Bladder312
37x70	17025	Bladder312
43x58	5604	Bladder312
28x12	3307	Bladder312
5x13	3831	Bladder312
20x2	8231	Bladder312
60x18	21762	Bladder312
26x51	2981	Bladder312
51x26	19948	Bladder312
46x18	4823	Bladder312
47x20	22463	Bladder312
44x12	10029	Bladder312
21x34	4663	Bladder312
16x25	27995	Bladder312
2x49	23067	Bladder312
11x72	14060	Bladder312
19x51	4376	Bladder312
1x14	110225	Bladder312
29x6	7944	Bladder312
57x25	18706	Bladder312
17x30	4602	Bladder312
63x3	19694	Bladder312
28x21	3627	Bladder312
14x58	11899	Bladder312
40x34	6382	Bladder312
30x10	7101	Bladder312
48x28	12456	Bladder312
54x39	15345	Bladder312
67x12	14010	Bladder312
31x5	4920	Bladder312
8x50	15552	Bladder312
20x61	3149	Bladder312
25x60	7073	Bladder312
61x32	16163	Bladder312
41x19	13284	Bladder312
3x69	12917	Bladder312
54x23	18232	Bladder312
7x45	12471	Bladder312
46x6	4937	Bladder312
63x33	16240	Bladder312
57x60	20054	Bladder312
34x9	3945	Bladder312
44x30	10213	Bladder312
51x2	26336	Bladder312
64x24	13626	Bladder312
55x19	13548	Bladder312
4x66	7495	Bladder312
61x53	13178	Bladder312
48x18	14129	Bladder312
12x19	17260	Bladder312
39x30	3452	Bladder312
27x32	3411	Bladder312
65x29	10320	Bladder312
23x2	8533	Bladder312
72x3	44690	Bladder312
21x45	5195	Bladder312
43x32	11956	Bladder312
7x59	9022	Bladder312
8x14	3215	Bladder312
45x23	9688	Bladder312
13x15	35605	Bladder312
32x51	1014	Bladder312
40x30	3610	Bladder312
55x63	9452	Bladder312
34x63	5024	Bladder312
46x48	5660	Bladder312
68x67	10374	Bladder312
41x25	4077	Bladder312
57x48	11847	Bladder312
16x16	15471	Bladder312
52x5	14123	Bladder312
1x55	40292	Bladder312
19x31	4540	Bladder312
8x54	8874	Bladder312
21x39	6292	Bladder312
8x45	10333	Bladder312
53x1	55674	Bladder312
25x9	7685	Bladder312
63x47	13305	Bladder312
60x40	26006	Bladder312
12x72	18877	Bladder312
35x53	2848	Bladder312
20x21	17912	Bladder312
3x56	28978	Bladder312
53x31	15640	Bladder312
23x50	9952	Bladder312
49x5	14083	Bladder312
66x9	7588	Bladder312
19x25	22065	Bladder312
64x65	12179	Bladder312
52x50	34552	Bladder312
21x47	6308	Bladder312
72x39	178049	Bladder312
63x63	7256	Bladder312
28x53	2456	Bladder312
10x49	8497	Bladder312
31x46	2840	Bladder312
12x15	38084	Bladder312
12x48	10814	Bladder312
41x20	9483	Bladder312
39x67	6711	Bladder312
5x58	15920	Bladder312
21x69	10776	Bladder312
59x29	13120	Bladder312
57x14	15770	Bladder312
63x43	20861	Bladder312
16x60	7898	Bladder312
38x31	7217	Bladder312
36x52	1383	Bladder312
11x23	5942	Bladder312
4x32	6585	Bladder312
63x13	13299	Bladder312
39x31	4142	Bladder312
42x30	2980	Bladder312
50x35	13237	Bladder312
24x19	11774	Bladder312
