X	fragments	sample
17x28	39817	mouseCerebellum
17x3	12374	mouseCerebellum
17x29	45341	mouseCerebellum
17x30	43715	mouseCerebellum
17x32	6635	mouseCerebellum
17x33	6828	mouseCerebellum
17x7	7770	mouseCerebellum
17x8	5661	mouseCerebellum
17x39	32521	mouseCerebellum
17x40	26867	mouseCerebellum
17x41	48829	mouseCerebellum
17x42	108042	mouseCerebellum
17x9	6497	mouseCerebellum
17x43	73616	mouseCerebellum
17x44	39190	mouseCerebellum
17x45	46418	mouseCerebellum
17x11	11523	mouseCerebellum
17x47	41444	mouseCerebellum
17x46	34486	mouseCerebellum
17x31	35461	mouseCerebellum
17x48	60247	mouseCerebellum
17x49	25036	mouseCerebellum
17x50	76999	mouseCerebellum
16x13	8888	mouseCerebellum
16x14	12638	mouseCerebellum
16x15	9275	mouseCerebellum
16x16	9674	mouseCerebellum
16x17	10832	mouseCerebellum
16x10	8307	mouseCerebellum
16x18	16256	mouseCerebellum
16x19	26626	mouseCerebellum
16x6	6673	mouseCerebellum
16x5	6652	mouseCerebellum
16x20	36997	mouseCerebellum
16x21	26620	mouseCerebellum
16x22	17559	mouseCerebellum
16x23	26480	mouseCerebellum
16x24	23687	mouseCerebellum
16x25	34211	mouseCerebellum
16x26	27160	mouseCerebellum
16x12	8677	mouseCerebellum
16x27	34362	mouseCerebellum
16x4	7378	mouseCerebellum
16x28	40618	mouseCerebellum
16x3	8104	mouseCerebellum
16x29	31724	mouseCerebellum
16x30	26512	mouseCerebellum
16x32	11699	mouseCerebellum
16x33	15389	mouseCerebellum
16x7	5911	mouseCerebellum
16x8	5893	mouseCerebellum
16x39	24224	mouseCerebellum
16x40	33499	mouseCerebellum
16x41	44566	mouseCerebellum
16x42	75290	mouseCerebellum
16x9	8477	mouseCerebellum
16x43	50964	mouseCerebellum
16x44	26638	mouseCerebellum
16x45	32474	mouseCerebellum
16x11	9031	mouseCerebellum
16x47	56857	mouseCerebellum
16x46	37664	mouseCerebellum
16x31	29061	mouseCerebellum
16x48	69482	mouseCerebellum
16x49	16873	mouseCerebellum
16x50	63594	mouseCerebellum
43x14	18863	mouseCerebellum
43x15	10427	mouseCerebellum
43x16	26048	mouseCerebellum
43x17	26821	mouseCerebellum
43x18	42186	mouseCerebellum
43x19	52131	mouseCerebellum
43x20	62077	mouseCerebellum
43x21	15864	mouseCerebellum
43x22	14808	mouseCerebellum
43x23	30991	mouseCerebellum
43x24	47590	mouseCerebellum
43x25	45934	mouseCerebellum
43x26	42744	mouseCerebellum
43x27	25307	mouseCerebellum
43x28	29039	mouseCerebellum
43x29	30719	mouseCerebellum
43x30	30886	mouseCerebellum
43x32	24095	mouseCerebellum
43x33	16349	mouseCerebellum
43x34	5423	mouseCerebellum
43x31	49528	mouseCerebellum
15x13	8535	mouseCerebellum
15x14	9460	mouseCerebellum
15x15	10597	mouseCerebellum
15x16	12438	mouseCerebellum
15x17	11650	mouseCerebellum
15x10	7528	mouseCerebellum
15x18	15620	mouseCerebellum
15x19	26238	mouseCerebellum
15x6	8195	mouseCerebellum
15x5	6569	mouseCerebellum
15x20	36856	mouseCerebellum
15x21	31254	mouseCerebellum
15x22	18312	mouseCerebellum
15x23	26702	mouseCerebellum
15x24	22771	mouseCerebellum
15x25	20438	mouseCerebellum
15x26	31721	mouseCerebellum
15x12	8227	mouseCerebellum
15x27	37963	mouseCerebellum
15x4	11231	mouseCerebellum
15x28	45703	mouseCerebellum
15x3	15893	mouseCerebellum
15x29	24965	mouseCerebellum
15x30	33576	mouseCerebellum
15x32	14639	mouseCerebellum
15x33	23030	mouseCerebellum
15x7	9388	mouseCerebellum
15x8	9184	mouseCerebellum
15x38	27177	mouseCerebellum
15x39	31494	mouseCerebellum
15x40	36311	mouseCerebellum
15x41	64528	mouseCerebellum
15x42	86861	mouseCerebellum
15x9	10885	mouseCerebellum
15x43	55224	mouseCerebellum
15x44	23587	mouseCerebellum
15x45	27872	mouseCerebellum
15x11	8281	mouseCerebellum
15x47	39910	mouseCerebellum
15x46	37639	mouseCerebellum
15x31	24990	mouseCerebellum
15x48	56960	mouseCerebellum
15x49	14859	mouseCerebellum
15x50	57750	mouseCerebellum
14x13	8389	mouseCerebellum
14x14	10665	mouseCerebellum
14x15	9641	mouseCerebellum
14x16	9871	mouseCerebellum
14x17	12792	mouseCerebellum
14x10	8204	mouseCerebellum
14x18	14497	mouseCerebellum
14x19	26789	mouseCerebellum
14x6	10660	mouseCerebellum
14x5	11606	mouseCerebellum
14x20	39081	mouseCerebellum
14x21	19129	mouseCerebellum
14x22	20639	mouseCerebellum
14x23	24566	mouseCerebellum
14x24	19716	mouseCerebellum
14x25	19716	mouseCerebellum
14x26	24183	mouseCerebellum
14x12	6201	mouseCerebellum
14x27	20030	mouseCerebellum
14x4	25114	mouseCerebellum
14x28	33285	mouseCerebellum
14x3	38623	mouseCerebellum
14x29	25303	mouseCerebellum
14x30	24169	mouseCerebellum
14x32	13384	mouseCerebellum
14x33	33129	mouseCerebellum
14x7	9726	mouseCerebellum
14x34	20549	mouseCerebellum
14x35	11047	mouseCerebellum
14x8	9350	mouseCerebellum
14x36	14833	mouseCerebellum
14x37	22055	mouseCerebellum
14x38	35272	mouseCerebellum
14x39	31083	mouseCerebellum
14x40	50793	mouseCerebellum
14x41	51085	mouseCerebellum
14x42	89801	mouseCerebellum
14x9	10947	mouseCerebellum
14x43	59170	mouseCerebellum
14x44	28539	mouseCerebellum
14x45	35580	mouseCerebellum
14x11	9435	mouseCerebellum
14x47	45997	mouseCerebellum
14x46	40360	mouseCerebellum
14x31	35632	mouseCerebellum
14x48	80162	mouseCerebellum
14x49	13642	mouseCerebellum
14x50	71391	mouseCerebellum
13x13	12069	mouseCerebellum
13x14	16203	mouseCerebellum
13x15	8721	mouseCerebellum
13x16	14900	mouseCerebellum
13x17	13703	mouseCerebellum
13x10	13255	mouseCerebellum
13x18	19904	mouseCerebellum
13x19	39122	mouseCerebellum
13x6	5967	mouseCerebellum
13x5	7856	mouseCerebellum
13x20	58340	mouseCerebellum
13x21	26310	mouseCerebellum
13x22	26472	mouseCerebellum
13x23	27944	mouseCerebellum
13x24	34031	mouseCerebellum
13x25	23955	mouseCerebellum
13x26	35940	mouseCerebellum
13x12	10686	mouseCerebellum
13x27	36923	mouseCerebellum
13x4	19358	mouseCerebellum
13x28	31890	mouseCerebellum
13x3	30860	mouseCerebellum
13x29	27391	mouseCerebellum
13x30	43408	mouseCerebellum
13x32	24684	mouseCerebellum
13x33	20376	mouseCerebellum
13x7	10744	mouseCerebellum
13x34	25698	mouseCerebellum
13x35	27963	mouseCerebellum
13x8	9659	mouseCerebellum
13x36	24453	mouseCerebellum
13x37	36056	mouseCerebellum
13x38	52192	mouseCerebellum
13x39	78405	mouseCerebellum
13x40	68082	mouseCerebellum
13x41	61782	mouseCerebellum
13x42	89459	mouseCerebellum
13x9	11887	mouseCerebellum
13x43	64632	mouseCerebellum
13x44	39805	mouseCerebellum
13x45	38868	mouseCerebellum
13x11	8992	mouseCerebellum
13x47	58555	mouseCerebellum
13x46	52591	mouseCerebellum
13x31	52710	mouseCerebellum
13x48	90560	mouseCerebellum
13x49	22358	mouseCerebellum
13x50	79049	mouseCerebellum
12x13	9608	mouseCerebellum
12x14	13532	mouseCerebellum
12x15	8550	mouseCerebellum
12x16	12144	mouseCerebellum
12x17	11217	mouseCerebellum
12x10	6676	mouseCerebellum
12x18	20700	mouseCerebellum
12x19	27064	mouseCerebellum
12x6	3122	mouseCerebellum
12x5	5098	mouseCerebellum
12x20	33429	mouseCerebellum
12x21	23850	mouseCerebellum
12x22	23084	mouseCerebellum
12x23	30295	mouseCerebellum
12x24	29618	mouseCerebellum
12x25	34706	mouseCerebellum
12x26	14120	mouseCerebellum
12x12	11988	mouseCerebellum
12x27	26414	mouseCerebellum
12x4	19171	mouseCerebellum
12x28	23428	mouseCerebellum
12x3	33245	mouseCerebellum
12x29	33013	mouseCerebellum
12x30	43967	mouseCerebellum
12x32	20417	mouseCerebellum
12x33	43752	mouseCerebellum
12x7	4350	mouseCerebellum
12x34	38948	mouseCerebellum
12x35	29049	mouseCerebellum
12x8	7109	mouseCerebellum
12x36	38925	mouseCerebellum
12x37	44900	mouseCerebellum
12x38	62739	mouseCerebellum
12x39	74356	mouseCerebellum
12x40	48463	mouseCerebellum
12x41	64776	mouseCerebellum
12x42	89333	mouseCerebellum
12x9	7705	mouseCerebellum
12x43	61078	mouseCerebellum
12x44	32824	mouseCerebellum
12x45	46386	mouseCerebellum
12x11	14865	mouseCerebellum
12x47	53776	mouseCerebellum
12x46	52729	mouseCerebellum
12x31	41357	mouseCerebellum
12x48	95068	mouseCerebellum
12x49	24215	mouseCerebellum
12x50	100928	mouseCerebellum
11x13	8749	mouseCerebellum
11x14	13968	mouseCerebellum
11x15	8461	mouseCerebellum
11x16	20366	mouseCerebellum
11x17	12724	mouseCerebellum
11x10	7893	mouseCerebellum
11x18	21422	mouseCerebellum
11x19	33072	mouseCerebellum
11x20	44723	mouseCerebellum
11x21	26301	mouseCerebellum
11x22	29655	mouseCerebellum
11x23	39484	mouseCerebellum
11x24	28743	mouseCerebellum
11x25	38939	mouseCerebellum
11x26	28755	mouseCerebellum
11x12	10996	mouseCerebellum
11x27	29450	mouseCerebellum
11x4	11737	mouseCerebellum
11x28	45200	mouseCerebellum
11x3	21357	mouseCerebellum
11x29	29623	mouseCerebellum
11x30	29695	mouseCerebellum
11x32	47617	mouseCerebellum
11x33	48704	mouseCerebellum
11x7	4589	mouseCerebellum
11x34	58739	mouseCerebellum
11x35	48942	mouseCerebellum
11x8	6409	mouseCerebellum
11x36	37814	mouseCerebellum
11x37	57787	mouseCerebellum
11x38	73536	mouseCerebellum
11x39	70600	mouseCerebellum
11x40	50431	mouseCerebellum
11x41	63391	mouseCerebellum
11x42	75376	mouseCerebellum
11x9	9734	mouseCerebellum
11x43	53443	mouseCerebellum
11x44	31510	mouseCerebellum
11x45	51644	mouseCerebellum
11x11	7068	mouseCerebellum
11x47	54234	mouseCerebellum
11x46	39411	mouseCerebellum
11x31	38736	mouseCerebellum
11x48	92686	mouseCerebellum
11x49	23645	mouseCerebellum
11x50	102722	mouseCerebellum
10x13	10078	mouseCerebellum
10x14	14814	mouseCerebellum
10x15	12087	mouseCerebellum
10x16	17807	mouseCerebellum
10x17	14955	mouseCerebellum
10x10	10986	mouseCerebellum
10x18	24440	mouseCerebellum
10x19	39419	mouseCerebellum
10x20	54399	mouseCerebellum
10x21	32819	mouseCerebellum
10x22	32521	mouseCerebellum
10x23	33895	mouseCerebellum
10x24	29549	mouseCerebellum
10x25	35248	mouseCerebellum
10x26	32210	mouseCerebellum
10x12	9761	mouseCerebellum
10x27	21779	mouseCerebellum
10x4	3288	mouseCerebellum
10x28	22735	mouseCerebellum
10x3	5294	mouseCerebellum
10x29	38864	mouseCerebellum
10x30	45791	mouseCerebellum
10x32	46212	mouseCerebellum
10x33	44047	mouseCerebellum
10x34	58805	mouseCerebellum
10x35	51247	mouseCerebellum
10x8	5743	mouseCerebellum
10x36	46791	mouseCerebellum
10x37	58853	mouseCerebellum
10x38	72811	mouseCerebellum
10x39	56894	mouseCerebellum
10x40	44773	mouseCerebellum
10x41	39705	mouseCerebellum
10x42	84315	mouseCerebellum
10x9	9294	mouseCerebellum
10x43	60240	mouseCerebellum
10x44	36166	mouseCerebellum
10x45	48285	mouseCerebellum
10x11	11394	mouseCerebellum
10x47	40176	mouseCerebellum
10x46	46996	mouseCerebellum
10x31	51613	mouseCerebellum
10x48	86839	mouseCerebellum
10x49	24054	mouseCerebellum
10x50	85922	mouseCerebellum
9x13	7882	mouseCerebellum
9x14	14646	mouseCerebellum
9x15	11207	mouseCerebellum
9x16	15772	mouseCerebellum
9x17	15160	mouseCerebellum
9x10	14604	mouseCerebellum
9x18	28361	mouseCerebellum
9x19	44361	mouseCerebellum
9x20	60361	mouseCerebellum
9x21	32233	mouseCerebellum
9x22	27338	mouseCerebellum
9x23	39872	mouseCerebellum
9x24	22845	mouseCerebellum
9x25	33175	mouseCerebellum
9x26	29703	mouseCerebellum
9x12	11396	mouseCerebellum
9x27	17142	mouseCerebellum
9x28	19119	mouseCerebellum
9x29	27893	mouseCerebellum
9x30	42091	mouseCerebellum
9x32	43088	mouseCerebellum
9x33	53523	mouseCerebellum
9x34	59234	mouseCerebellum
9x35	49771	mouseCerebellum
9x8	3563	mouseCerebellum
9x36	51904	mouseCerebellum
9x37	51510	mouseCerebellum
9x38	52432	mouseCerebellum
9x39	75228	mouseCerebellum
9x40	49812	mouseCerebellum
9x41	56436	mouseCerebellum
9x42	81177	mouseCerebellum
9x9	8109	mouseCerebellum
9x43	59116	mouseCerebellum
9x44	37055	mouseCerebellum
9x45	36547	mouseCerebellum
9x11	13113	mouseCerebellum
9x47	51892	mouseCerebellum
9x46	44461	mouseCerebellum
9x31	56955	mouseCerebellum
9x48	93046	mouseCerebellum
9x49	29102	mouseCerebellum
9x50	102900	mouseCerebellum
42x13	9767	mouseCerebellum
42x14	40156	mouseCerebellum
42x15	28750	mouseCerebellum
42x16	42179	mouseCerebellum
42x17	43502	mouseCerebellum
42x18	48600	mouseCerebellum
42x19	61471	mouseCerebellum
42x20	74343	mouseCerebellum
42x21	46050	mouseCerebellum
42x22	69069	mouseCerebellum
42x23	133210	mouseCerebellum
42x24	91004	mouseCerebellum
42x25	93051	mouseCerebellum
42x26	85424	mouseCerebellum
42x27	61807	mouseCerebellum
42x28	78309	mouseCerebellum
42x29	61091	mouseCerebellum
42x30	72056	mouseCerebellum
42x32	69808	mouseCerebellum
42x33	47633	mouseCerebellum
42x34	24472	mouseCerebellum
42x35	26588	mouseCerebellum
42x31	96708	mouseCerebellum
8x13	8529	mouseCerebellum
8x14	11527	mouseCerebellum
8x15	8375	mouseCerebellum
8x16	23464	mouseCerebellum
8x17	17066	mouseCerebellum
8x10	7928	mouseCerebellum
8x18	24882	mouseCerebellum
8x19	37817	mouseCerebellum
8x20	50752	mouseCerebellum
8x21	36628	mouseCerebellum
8x22	29442	mouseCerebellum
8x23	32795	mouseCerebellum
8x24	25580	mouseCerebellum
8x25	31628	mouseCerebellum
8x26	39008	mouseCerebellum
8x12	9350	mouseCerebellum
8x27	23534	mouseCerebellum
8x28	28887	mouseCerebellum
8x29	17437	mouseCerebellum
8x30	35921	mouseCerebellum
8x32	36734	mouseCerebellum
8x33	39509	mouseCerebellum
8x34	50456	mouseCerebellum
8x35	45283	mouseCerebellum
8x36	43966	mouseCerebellum
8x37	33272	mouseCerebellum
8x38	54907	mouseCerebellum
8x39	58338	mouseCerebellum
8x40	41601	mouseCerebellum
8x41	63503	mouseCerebellum
8x42	69518	mouseCerebellum
8x9	4787	mouseCerebellum
8x43	53974	mouseCerebellum
8x44	38430	mouseCerebellum
8x45	45786	mouseCerebellum
8x11	14536	mouseCerebellum
8x47	44779	mouseCerebellum
8x46	38387	mouseCerebellum
8x31	43703	mouseCerebellum
8x48	83904	mouseCerebellum
8x49	20045	mouseCerebellum
8x50	87558	mouseCerebellum
7x13	13143	mouseCerebellum
7x14	19692	mouseCerebellum
7x15	17793	mouseCerebellum
7x16	26191	mouseCerebellum
7x17	21132	mouseCerebellum
7x10	10258	mouseCerebellum
7x18	40860	mouseCerebellum
7x19	56388	mouseCerebellum
7x20	71917	mouseCerebellum
7x21	47136	mouseCerebellum
7x22	32582	mouseCerebellum
7x23	49905	mouseCerebellum
7x24	33878	mouseCerebellum
7x25	46127	mouseCerebellum
7x26	41424	mouseCerebellum
7x12	9223	mouseCerebellum
7x27	34529	mouseCerebellum
7x28	31332	mouseCerebellum
7x29	26894	mouseCerebellum
7x30	41427	mouseCerebellum
7x32	36581	mouseCerebellum
7x33	55985	mouseCerebellum
7x34	65307	mouseCerebellum
7x35	63131	mouseCerebellum
7x36	53282	mouseCerebellum
7x37	47504	mouseCerebellum
7x38	78542	mouseCerebellum
7x39	80397	mouseCerebellum
7x40	41936	mouseCerebellum
7x41	50701	mouseCerebellum
7x42	102865	mouseCerebellum
7x9	4853	mouseCerebellum
7x43	72489	mouseCerebellum
7x44	42114	mouseCerebellum
7x45	45561	mouseCerebellum
7x11	10773	mouseCerebellum
7x47	60681	mouseCerebellum
7x46	56949	mouseCerebellum
7x31	56915	mouseCerebellum
7x48	79468	mouseCerebellum
7x49	23771	mouseCerebellum
7x50	94590	mouseCerebellum
6x13	17448	mouseCerebellum
6x14	22067	mouseCerebellum
6x15	17885	mouseCerebellum
6x16	30500	mouseCerebellum
6x17	25577	mouseCerebellum
6x10	10170	mouseCerebellum
6x18	37169	mouseCerebellum
6x19	53876	mouseCerebellum
6x20	70583	mouseCerebellum
6x21	41461	mouseCerebellum
6x22	38396	mouseCerebellum
6x23	31714	mouseCerebellum
6x24	31302	mouseCerebellum
6x25	38761	mouseCerebellum
6x26	31262	mouseCerebellum
6x12	8929	mouseCerebellum
6x27	27188	mouseCerebellum
6x28	26899	mouseCerebellum
6x29	23246	mouseCerebellum
6x30	28573	mouseCerebellum
6x32	33477	mouseCerebellum
6x33	47378	mouseCerebellum
6x34	50047	mouseCerebellum
6x35	45930	mouseCerebellum
6x36	40848	mouseCerebellum
6x37	34650	mouseCerebellum
6x38	57598	mouseCerebellum
6x39	51900	mouseCerebellum
6x40	35253	mouseCerebellum
6x41	35265	mouseCerebellum
6x42	86180	mouseCerebellum
6x43	61281	mouseCerebellum
6x44	36382	mouseCerebellum
6x45	40873	mouseCerebellum
6x11	14853	mouseCerebellum
6x47	45651	mouseCerebellum
6x46	40037	mouseCerebellum
6x31	41301	mouseCerebellum
6x48	71898	mouseCerebellum
6x49	20747	mouseCerebellum
6x50	76234	mouseCerebellum
40x13	18301	mouseCerebellum
40x14	20930	mouseCerebellum
40x15	19985	mouseCerebellum
40x16	24824	mouseCerebellum
40x17	25705	mouseCerebellum
40x18	36584	mouseCerebellum
40x19	102785	mouseCerebellum
40x20	168987	mouseCerebellum
40x21	82432	mouseCerebellum
40x22	70788	mouseCerebellum
40x23	86970	mouseCerebellum
40x24	68404	mouseCerebellum
40x25	75553	mouseCerebellum
40x26	74388	mouseCerebellum
40x27	53946	mouseCerebellum
40x28	61767	mouseCerebellum
40x29	59216	mouseCerebellum
40x30	62518	mouseCerebellum
40x32	79922	mouseCerebellum
40x33	77334	mouseCerebellum
40x34	30024	mouseCerebellum
40x35	21392	mouseCerebellum
40x31	112596	mouseCerebellum
4x13	17542	mouseCerebellum
4x14	20977	mouseCerebellum
4x15	16148	mouseCerebellum
4x16	25282	mouseCerebellum
4x17	24062	mouseCerebellum
4x10	4929	mouseCerebellum
4x18	34606	mouseCerebellum
4x19	50389	mouseCerebellum
4x20	66173	mouseCerebellum
4x21	34732	mouseCerebellum
4x22	34511	mouseCerebellum
4x23	36379	mouseCerebellum
4x24	28342	mouseCerebellum
4x25	33379	mouseCerebellum
4x26	27898	mouseCerebellum
4x12	9079	mouseCerebellum
4x27	22362	mouseCerebellum
4x28	52160	mouseCerebellum
4x29	39864	mouseCerebellum
4x30	29511	mouseCerebellum
4x32	22958	mouseCerebellum
4x33	25116	mouseCerebellum
4x34	53174	mouseCerebellum
4x35	40382	mouseCerebellum
4x36	42939	mouseCerebellum
4x37	53130	mouseCerebellum
4x38	91483	mouseCerebellum
4x39	67026	mouseCerebellum
4x40	37753	mouseCerebellum
4x41	50584	mouseCerebellum
4x42	67278	mouseCerebellum
4x43	46782	mouseCerebellum
4x44	26287	mouseCerebellum
4x45	36495	mouseCerebellum
4x11	11906	mouseCerebellum
4x47	41169	mouseCerebellum
4x46	42713	mouseCerebellum
4x31	37091	mouseCerebellum
4x48	58423	mouseCerebellum
4x49	22733	mouseCerebellum
4x50	102044	mouseCerebellum
5x13	16530	mouseCerebellum
5x14	22254	mouseCerebellum
5x15	22782	mouseCerebellum
5x16	32410	mouseCerebellum
5x17	31901	mouseCerebellum
5x10	10413	mouseCerebellum
5x18	40677	mouseCerebellum
5x19	62811	mouseCerebellum
5x20	84946	mouseCerebellum
5x21	46475	mouseCerebellum
5x22	32862	mouseCerebellum
5x23	42352	mouseCerebellum
5x24	51073	mouseCerebellum
5x25	49365	mouseCerebellum
5x26	37754	mouseCerebellum
5x12	11581	mouseCerebellum
5x27	37035	mouseCerebellum
5x28	35406	mouseCerebellum
5x29	32257	mouseCerebellum
5x30	37787	mouseCerebellum
5x32	39074	mouseCerebellum
5x33	36105	mouseCerebellum
5x34	60838	mouseCerebellum
5x35	68799	mouseCerebellum
5x36	54064	mouseCerebellum
5x37	67503	mouseCerebellum
5x38	77600	mouseCerebellum
5x39	85786	mouseCerebellum
5x40	44651	mouseCerebellum
5x41	65957	mouseCerebellum
5x42	103357	mouseCerebellum
5x43	73398	mouseCerebellum
5x44	43439	mouseCerebellum
5x45	46558	mouseCerebellum
5x11	12984	mouseCerebellum
5x47	56977	mouseCerebellum
5x46	47333	mouseCerebellum
5x31	45548	mouseCerebellum
5x48	89595	mouseCerebellum
5x49	20763	mouseCerebellum
5x50	80014	mouseCerebellum
20x2	5322	mouseCerebellum
20x13	9909	mouseCerebellum
20x14	11821	mouseCerebellum
20x15	11701	mouseCerebellum
20x16	18363	mouseCerebellum
20x17	14884	mouseCerebellum
20x10	7814	mouseCerebellum
20x18	24548	mouseCerebellum
20x19	31173	mouseCerebellum
20x6	15798	mouseCerebellum
20x5	11436	mouseCerebellum
20x20	37799	mouseCerebellum
20x21	21199	mouseCerebellum
20x22	19028	mouseCerebellum
20x23	24858	mouseCerebellum
20x24	19394	mouseCerebellum
20x25	29158	mouseCerebellum
20x26	28299	mouseCerebellum
20x12	8775	mouseCerebellum
20x27	26469	mouseCerebellum
20x4	12879	mouseCerebellum
20x28	29615	mouseCerebellum
20x3	14323	mouseCerebellum
20x29	37230	mouseCerebellum
20x30	37850	mouseCerebellum
20x32	25192	mouseCerebellum
20x33	25268	mouseCerebellum
20x7	12723	mouseCerebellum
20x34	31064	mouseCerebellum
20x35	26370	mouseCerebellum
20x8	6752	mouseCerebellum
20x36	25095	mouseCerebellum
20x37	16992	mouseCerebellum
20x38	34410	mouseCerebellum
20x39	27769	mouseCerebellum
20x40	38492	mouseCerebellum
20x41	48069	mouseCerebellum
20x42	69880	mouseCerebellum
20x9	11764	mouseCerebellum
20x43	49013	mouseCerebellum
20x44	28147	mouseCerebellum
20x45	29404	mouseCerebellum
20x11	11147	mouseCerebellum
20x47	30244	mouseCerebellum
20x46	32185	mouseCerebellum
20x31	49131	mouseCerebellum
20x48	39073	mouseCerebellum
20x49	15244	mouseCerebellum
20x50	36792	mouseCerebellum
3x13	16684	mouseCerebellum
3x14	21634	mouseCerebellum
3x15	19512	mouseCerebellum
3x16	36676	mouseCerebellum
3x17	31007	mouseCerebellum
3x10	4501	mouseCerebellum
3x18	50078	mouseCerebellum
3x19	59654	mouseCerebellum
3x20	69231	mouseCerebellum
3x21	39134	mouseCerebellum
3x22	25884	mouseCerebellum
3x23	36830	mouseCerebellum
3x24	24451	mouseCerebellum
3x25	40001	mouseCerebellum
3x26	27373	mouseCerebellum
3x12	12728	mouseCerebellum
3x27	24576	mouseCerebellum
3x28	36502	mouseCerebellum
3x29	54961	mouseCerebellum
3x30	33621	mouseCerebellum
3x32	31553	mouseCerebellum
3x33	47897	mouseCerebellum
3x34	57422	mouseCerebellum
3x35	38865	mouseCerebellum
3x36	62196	mouseCerebellum
3x37	74568	mouseCerebellum
3x38	83685	mouseCerebellum
3x39	78021	mouseCerebellum
3x40	30245	mouseCerebellum
3x41	51214	mouseCerebellum
3x42	64131	mouseCerebellum
3x43	49357	mouseCerebellum
3x44	34584	mouseCerebellum
3x45	45565	mouseCerebellum
3x11	12811	mouseCerebellum
3x47	54700	mouseCerebellum
3x46	48503	mouseCerebellum
3x31	41020	mouseCerebellum
3x48	83495	mouseCerebellum
3x49	27094	mouseCerebellum
3x50	87309	mouseCerebellum
2x13	12660	mouseCerebellum
2x14	18166	mouseCerebellum
2x15	18232	mouseCerebellum
2x16	30202	mouseCerebellum
2x17	27046	mouseCerebellum
2x18	34326	mouseCerebellum
2x19	50800	mouseCerebellum
2x20	67274	mouseCerebellum
2x21	22111	mouseCerebellum
2x22	23445	mouseCerebellum
2x23	27694	mouseCerebellum
2x24	24209	mouseCerebellum
2x25	43311	mouseCerebellum
2x26	27636	mouseCerebellum
2x12	11163	mouseCerebellum
2x27	16861	mouseCerebellum
2x28	39401	mouseCerebellum
2x29	37650	mouseCerebellum
2x30	44146	mouseCerebellum
2x32	29485	mouseCerebellum
2x33	29241	mouseCerebellum
2x34	47240	mouseCerebellum
2x35	48032	mouseCerebellum
2x36	53587	mouseCerebellum
2x37	49949	mouseCerebellum
2x38	73719	mouseCerebellum
2x39	68188	mouseCerebellum
2x40	31469	mouseCerebellum
2x41	40595	mouseCerebellum
2x42	63378	mouseCerebellum
2x43	42311	mouseCerebellum
2x44	21244	mouseCerebellum
2x45	34970	mouseCerebellum
2x11	6236	mouseCerebellum
2x47	57341	mouseCerebellum
2x46	30216	mouseCerebellum
2x31	42362	mouseCerebellum
2x48	52118	mouseCerebellum
2x49	16125	mouseCerebellum
2x50	62537	mouseCerebellum
1x13	48540	mouseCerebellum
1x14	67665	mouseCerebellum
1x15	57994	mouseCerebellum
1x16	98578	mouseCerebellum
1x17	94242	mouseCerebellum
1x10	6144	mouseCerebellum
1x18	99337	mouseCerebellum
1x19	124202	mouseCerebellum
1x20	149067	mouseCerebellum
1x21	75180	mouseCerebellum
1x22	67531	mouseCerebellum
1x23	84360	mouseCerebellum
1x24	63528	mouseCerebellum
1x25	78509	mouseCerebellum
1x26	78727	mouseCerebellum
1x12	25914	mouseCerebellum
1x27	66803	mouseCerebellum
1x28	89215	mouseCerebellum
1x29	70723	mouseCerebellum
1x30	89752	mouseCerebellum
1x32	86325	mouseCerebellum
1x33	84624	mouseCerebellum
1x34	127198	mouseCerebellum
1x35	123321	mouseCerebellum
1x36	122463	mouseCerebellum
1x37	139843	mouseCerebellum
1x38	149628	mouseCerebellum
1x39	87622	mouseCerebellum
1x40	56858	mouseCerebellum
1x41	67945	mouseCerebellum
1x42	151869	mouseCerebellum
1x43	104609	mouseCerebellum
1x44	57349	mouseCerebellum
1x45	68807	mouseCerebellum
1x11	20692	mouseCerebellum
1x47	85726	mouseCerebellum
1x46	88062	mouseCerebellum
1x31	95928	mouseCerebellum
1x48	87570	mouseCerebellum
1x49	22523	mouseCerebellum
1x50	41019	mouseCerebellum
25x26	26554	mousebrain
41x39	12137	mousebrain
43x38	17315	mousebrain
38x16	18822	mousebrain
24x24	13425	mousebrain
21x46	13042	mousebrain
46x50	30241	mousebrain
11x9	3811	mousebrain
13x14	10098	mousebrain
24x3	29837	mousebrain
35x50	61639	mousebrain
13x30	26652	mousebrain
46x13	20529	mousebrain
50x24	15366	mousebrain
18x46	14210	mousebrain
37x36	13096	mousebrain
47x36	10372	mousebrain
34x42	15548	mousebrain
49x20	35055	mousebrain
16x28	17268	mousebrain
27x24	18512	mousebrain
32x33	12120	mousebrain
31x46	19128	mousebrain
46x25	21494	mousebrain
49x32	20751	mousebrain
21x44	8478	mousebrain
38x30	13822	mousebrain
22x19	9348	mousebrain
14x35	12543	mousebrain
15x8	19537	mousebrain
40x32	20196	mousebrain
4x49	19235	mousebrain
9x43	19767	mousebrain
15x25	19024	mousebrain
8x7	11249	mousebrain
36x50	48079	mousebrain
46x33	11518	mousebrain
35x12	19122	mousebrain
4x10	11219	mousebrain
18x27	11443	mousebrain
26x27	51764	mousebrain
23x50	44349	mousebrain
43x20	30235	mousebrain
19x13	25204	mousebrain
13x3	32969	mousebrain
30x40	11354	mousebrain
4x9	8616	mousebrain
20x5	11920	mousebrain
31x22	8221	mousebrain
4x24	13876	mousebrain
40x24	13777	mousebrain
